     150     150     210    -600       0      29      35    -200     500   -1000      70      20      10
     150     150     210    -600       0      29      35    -200     500   -1000      70      20      40
     150     150     210    -600       0      29      35    -200     500   -1000      70      20      70
     150     150     210    -600       0      29      35    -200     500   -1000      70      20     100
     150     150     210    -600       0      29      35    -200     500    1000      70      10      10
     150     150     210    -600       0      29      35    -200     500    1000      70      10      40
     150     150     210    -600       0      29      35    -200     500    1000      70      10      70
     150     150     210    -600       0      29      35    -200     500    1000      70      10     100
     150     150     210    -600       0      29      35    -200     500    1000      70      20      10
     150     160     190    -600       0      30      40    -100    1500       0      80      10      10
     150     160     190    -600       0      30      40    -100    1500       0      80      10      40
     150     160     190    -600       0      30      40    -100    1500       0      80      10      70
     150     160     190    -600       0      30      40    -100    1500       0      80      10     100
     150     160     190    -600       0      30      40    -100    1500    1000      80      10      10
     150     160     190    -600       0      30      40    -100    1500    1000      80      10      40
     150     160     190    -600       0      30      40    -100    1500    1000      80      10      70
     150     160     190    -600       0      30      40    -100    1500    1000      80      10     100
     150     160     190    -600       0      30      40    -100    1500    1000      80      20      10
     150     160     190    -600       0      30      40    -100    1500    1000      80      20      40
     150     160     190    -600       0      30      40    -100    1500    1000      80      20      70
     150     160     190    -600       0      30      40    -100    1500    1000      80      20     100
     150     160     190    -600       0      30      40    -100    1500    2000      80      10      10
     150     160     210    -600       0      30      40    -200     500    1000      70      10      10
     150     160     210    -600       0      30      40    -200     500    1000      70      10      40
     150     160     210    -600       0      30      40    -200     500    1000      70      10      70
     150     160     210    -600       0      30      40    -200     500    1000      70      10     100
     150     160     210    -600       0      30      40    -200     500    1000      70      20      10
     150     160     210    -600       0      30      40    -200     500    1000      70      20      40
     150     160     210    -600       0      30      40    -200     500    1000      70      20      70
     150     160     210    -600       0      30      40    -200     500    1000      70      20     100
     150     160     210    -600       0      30      40    -200     500    2000      70      10      10
     150     160     210    -600       0      30      40    -200     500    2000      70      20      10
     150     160     210    -600       0      30      40    -200     500    5000      80      10      10
     150     160     210    -600       0      30      40    -200     500    5000      80      10      40
     150     160     210    -600       0      30      40    -200     500    5000      80      10      70
     150     160     210    -600       0      30      40    -200     500    5000      80      10     100
     150     160     210    -600       0      30      40    -200     500    5000      80      20      10
     150     160     210    -600       0      30      40    -200     500    5000      80      20      40
     150     160     210    -600       0      30      40    -200     500    5000      80      20      70
     150     160     210    -600       0      30      40    -200     500    5000      80      20     100
     150     170     210    -600       0      30      40    -200     500       0      60      20      10
     150     170     210    -600       0      30      40    -200     500    5000      80      20      10
     150     170     210    -600       0      30      40    -200     500    5000      80      20      40
     150     170     210    -600       0      30      40    -200     500    5000      80      20      70
     150     170     210    -600       0      30      40    -200     500    5000      80      20     100
     150     170     210    -200   -1000      30      40    -200       0    1000      70      20      10
     150     160     230    -200   -1000      30      40    -200       0       0      80      20      10
     150     170     230    -200   -1000      30      40    -200       0       0      80      20      10
     150     170     230    -200   -1000      30      40    -200       0    1000      60      10      40
     150     170     230    -200   -1000      30      40    -200       0    1000      60      10      70
     150     170     230    -200   -1000      30      40    -200       0    1000      60      10     100
     150     170     230    -200   -1000      30      40    -200       0    1000      70      10      10
