25 16 43.77397155761719
25 17 32.7048225402832
25 18 12.713074684143066
25 19 2.2752110958099365
25 20 -9.50428295135498
25 21 -17.451574325561523
25 22 -25.946252822875977
25 23 -31.295759201049805
25 24 -38.960079193115234
25 25 -43.379146575927734
25 26 -47.982887268066406
25 27 -50.30585479736328
25 28 -53.91206359863281
25 29 -54.658145904541016
25 30 -56.467742919921875
25 31 -55.952552795410156
25 32 -57.04172134399414
25 33 -55.35744094848633
25 34 -55.16110610961914
25 35 -52.449623107910156
25 36 -51.891048431396484
25 37 -48.9776496887207
25 38 -47.596519470214844
25 39 -44.9749641418457
25 40 -42.764434814453125
25 41 -38.61946105957031
25 42 -35.41776657104492
25 43 -30.446590423583984
25 44 -26.965959548950195
25 45 -21.64550018310547
25 46 -17.903125762939453
25 47 -12.252098083496094
25 48 -8.121500015258789
25 49 -2.3635048866271973
25 50 2.36195707321167
25 51 11.098508834838867
25 52 18.34661293029785
25 53 27.358455657958984
25 54 34.28533172607422
25 55 43.372230529785156
26 18 20.790420532226562
26 19 10.18062686920166
26 20 -4.019913196563721
26 21 -11.170467376708984
26 22 -21.427562713623047
26 23 -27.245807647705078
26 24 -35.233123779296875
26 25 -40.409263610839844
26 26 -47.818538665771484
26 27 -50.248043060302734
26 28 -55.12050247192383
26 29 -56.09988021850586
26 30 -60.631858825683594
26 31 -58.943939208984375
26 32 -60.9642333984375
26 33 -59.710968017578125
26 34 -60.61260223388672
26 35 -58.31450271606445
26 36 -58.59922790527344
26 37 -55.719642639160156
26 38 -55.75993347167969
26 39 -52.89199447631836
26 40 -51.739952087402344
26 41 -47.754947662353516
26 42 -45.59835433959961
26 43 -40.8209342956543
26 44 -38.53319549560547
26 45 -33.27330017089844
26 46 -30.72125244140625
26 47 -25.22971534729004
26 48 -22.018823623657227
26 49 -16.23800277709961
26 50 -12.432552337646484
26 51 -3.961977958679199
26 52 2.4789938926696777
26 53 11.496417999267578
26 54 18.00676155090332
26 55 27.081308364868164
26 56 32.44063949584961
27 18 32.12662887573242
27 19 19.983455657958984
27 20 5.88165283203125
27 21 -2.9993538856506348
27 22 -13.038233757019043
27 23 -20.33509063720703
27 24 -29.100370407104492
27 25 -35.103431701660156
27 26 -41.55744552612305
27 27 -46.981666564941406
27 28 -52.593997955322266
27 29 -54.83046340942383
27 30 -59.79109573364258
27 31 -59.066810607910156
27 32 -61.39975357055664
27 33 -61.234947204589844
27 34 -62.502532958984375
27 35 -61.03224563598633
27 36 -61.64544677734375
27 37 -59.865169525146484
27 38 -59.90992736816406
27 39 -55.4190559387207
27 40 -56.868064880371094
27 41 -53.727561950683594
27 42 -52.07518768310547
27 43 -48.10750961303711
27 44 -46.03064727783203
27 45 -41.94370651245117
27 46 -39.38671875
27 47 -34.775001525878906
27 48 -31.63243865966797
27 49 -27.075157165527344
27 50 -23.15169906616211
27 51 -15.626382827758789
27 52 -9.272283554077148
27 53 -1.2368570566177368
27 54 4.628259181976318
27 55 13.221284866333008
27 56 18.68342399597168
27 57 26.466279983520508
27 58 34.702796936035156
28 19 29.879924774169922
28 20 13.821633338928223
28 21 4.75626277923584
28 22 -6.791048049926758
28 23 -14.22552490234375
28 24 -24.273937225341797
28 25 -30.530519485473633
28 26 -39.37512969970703
28 27 -44.35920333862305
28 28 -51.64093017578125
28 29 -55.49721145629883
28 30 -58.53383255004883
28 31 -59.83359909057617
28 32 -63.0880012512207
28 33 -63.26844787597656
28 34 -65.65056610107422
28 35 -64.47816467285156
28 36 -66.17415618896484
28 37 -64.34246826171875
28 38 -65.5888442993164
28 39 -63.67919158935547
28 40 -63.711997985839844
28 41 -60.805301666259766
28 42 -60.232513427734375
28 43 -56.51639175415039
28 44 -55.39668655395508
28 45 -51.543487548828125
28 46 -49.794254302978516
28 47 -45.49958038330078
28 48 -43.23017501831055
28 49 -38.621646881103516
28 50 -35.931331634521484
28 51 -28.381906509399414
28 52 -23.009662628173828
28 53 -14.910689353942871
28 54 -9.355740547180176
28 55 -1.3595010042190552
28 56 4.367251873016357
28 57 12.656637191772461
28 58 18.663433074951172
28 59 25.547101974487305
29 19 41.46010208129883
29 20 26.84665870666504
29 21 16.145536422729492
29 22 4.384182929992676
29 23 -4.325607776641846
29 24 -14.483488082885742
29 25 -22.49070930480957
29 26 -30.898508071899414
29 27 -37.95051193237305
29 28 -46.95853042602539
29 29 -51.827449798583984
29 30 -56.87166976928711
29 31 -57.46015167236328
29 32 -60.855472564697266
29 33 -62.137847900390625
29 34 -64.81684112548828
29 35 -64.7198715209961
29 36 -66.62267303466797
29 37 -65.66647338867188
29 38 -66.56256103515625
29 39 -65.69599151611328
29 40 -65.9199447631836
29 41 -63.991275787353516
29 42 -63.25682067871094
29 43 -60.8416633605957
29 44 -59.88805389404297
29 45 -56.75299072265625
29 46 -55.185272216796875
29 47 -51.75236511230469
29 48 -49.68526077270508
29 49 -45.948524475097656
29 50 -43.275108337402344
29 51 -37.01106262207031
29 52 -31.60142707824707
29 53 -24.749130249023438
29 54 -20.303916931152344
29 55 -12.273616790771484
29 56 -6.718273162841797
29 57 -1.1975690126419067
29 58 6.528605937957764
29 59 12.250946044921875
29 60 20.307151794433594
29 61 28.826595306396484
30 22 13.487924575805664
30 23 4.4458489418029785
30 24 -7.282136917114258
30 25 -15.078625679016113
30 26 -25.503398895263672
30 27 -32.187217712402344
30 28 -40.97361755371094
30 29 -47.751766204833984
30 30 -54.3859977722168
30 31 -55.503082275390625
30 32 -60.13458251953125
30 33 -61.69957733154297
30 34 -65.39287567138672
30 35 -66.2007827758789
30 36 -67.77825927734375
30 37 -67.80960845947266
30 38 -69.87676239013672
30 39 -69.05984497070312
30 40 -70.21932983398438
30 41 -68.59171295166016
30 42 -68.80599975585938
30 43 -66.24688720703125
30 44 -66.18205261230469
30 45 -63.045658111572266
30 46 -62.755558013916016
30 47 -59.440895080566406
30 48 -58.32008743286133
30 49 -54.65273666381836
30 50 -52.966922760009766
30 51 -46.583003997802734
30 52 -42.056278228759766
30 53 -35.715396881103516
30 54 -30.952600479125977
30 55 -23.9619083404541
30 56 -19.24225425720215
30 57 -13.612517356872559
30 58 -6.9632439613342285
30 59 -1.2402139902114868
30 60 5.574685096740723
30 61 13.08891487121582
30 62 20.168771743774414
30 63 28.280588150024414
31 22 26.01777458190918
31 23 15.917180061340332
31 24 3.6590778827667236
31 25 -5.351329803466797
31 26 -15.519524574279785
31 27 -24.08298683166504
31 28 -33.023990631103516
31 29 -39.24311447143555
31 30 -46.208396911621094
31 31 -50.5504150390625
31 32 -55.906192779541016
31 33 -58.38045120239258
31 34 -62.33045196533203
31 35 -63.274776458740234
31 36 -66.54598236083984
31 37 -66.2979507446289
31 38 -69.48526000976562
31 39 -69.05216979980469
31 40 -70.45588684082031
31 41 -69.83426666259766
31 42 -70.08760070800781
31 43 -68.45296478271484
31 44 -68.52581787109375
31 45 -66.05903625488281
31 46 -66.02284240722656
31 47 -63.68813705444336
31 48 -62.5482292175293
31 49 -59.94961166381836
31 50 -58.206085205078125
31 51 -52.94951248168945
31 52 -48.75872802734375
31 53 -43.64670181274414
31 54 -38.90692901611328
31 55 -32.81410598754883
31 56 -28.544666290283203
31 57 -22.066469192504883
31 58 -17.16297149658203
31 59 -11.79470443725586
31 60 -5.975413799285889
31 61 1.250167965888977
31 62 7.909924030303955
31 63 15.489496231079102
31 64 21.692289352416992
32 24 12.793045043945312
32 25 3.126038074493408
32 26 -8.265098571777344
32 27 -16.28954315185547
32 28 -26.92184066772461
32 29 -33.51636505126953
32 30 -41.60736083984375
32 31 -47.43967056274414
32 32 -54.36257553100586
32 33 -56.4478645324707
32 34 -61.725223541259766
32 35 -62.89030838012695
32 36 -66.49458312988281
32 37 -66.97901153564453
32 38 -70.0844497680664
32 39 -71.22886657714844
32 40 -73.26041412353516
32 41 -72.7629165649414
32 42 -74.04387664794922
32 43 -72.66686248779297
32 44 -73.43749237060547
32 45 -71.31636047363281
32 46 -71.93521118164062
32 47 -69.73519134521484
32 48 -69.44165802001953
32 49 -67.07596588134766
32 50 -66.13508605957031
32 51 -60.88573455810547
32 52 -57.590423583984375
32 53 -52.92782211303711
32 54 -49.71123123168945
32 55 -42.843971252441406
32 56 -39.207733154296875
32 57 -32.947845458984375
32 58 -28.8088321685791
32 59 -21.970481872558594
32 60 -17.69042205810547
32 61 -11.090730667114258
32 62 -5.97941780090332
32 63 2.264059066772461
32 64 7.409712791442871
32 65 14.792403221130371
32 66 20.302854537963867
33 24 25.139253616333008
33 25 15.185214042663574
33 26 3.340157985687256
33 27 -6.837916851043701
33 28 -16.76490592956543
33 29 -25.109952926635742
33 30 -32.63328552246094
33 31 -40.33883285522461
33 32 -47.482887268066406
33 33 -52.45641326904297
33 34 -57.5727653503418
33 35 -59.9216194152832
33 36 -63.72983932495117
33 37 -65.05113220214844
33 38 -68.21175384521484
33 39 -69.39785766601562
33 40 -71.8390121459961
33 41 -71.07809448242188
33 42 -73.7670669555664
33 43 -72.81095123291016
33 44 -73.80868530273438
33 45 -73.00090026855469
33 46 -73.87684631347656
33 47 -72.64883422851562
33 48 -72.18863677978516
33 49 -70.74589538574219
33 50 -69.80813598632812
33 51 -65.683837890625
33 52 -62.58512878417969
33 53 -58.94923782348633
33 54 -55.78901290893555
33 55 -49.87385177612305
33 56 -46.481136322021484
33 57 -41.047855377197266
33 58 -37.562530517578125
33 59 -31.968002319335938
33 60 -27.146240234375
33 61 -20.420259475708008
33 62 -15.777389526367188
33 63 -9.273885726928711
33 64 -4.199141979217529
33 65 2.5988268852233887
33 66 8.317082405090332
33 67 15.669892311096191
33 68 21.42624282836914
34 26 11.9576997756958
34 27 1.334975004196167
34 28 -9.513533592224121
34 29 -17.249744415283203
34 30 -27.04434585571289
34 31 -33.92719650268555
34 32 -42.596675872802734
34 33 -47.98833084106445
34 34 -54.82025909423828
34 35 -57.67814636230469
34 36 -62.55790328979492
34 37 -64.08646392822266
34 38 -68.08113861083984
34 39 -69.68452453613281
34 40 -71.92017364501953
34 41 -72.35765838623047
34 42 -76.0989761352539
34 43 -75.781982421875
34 44 -77.63676452636719
34 45 -76.74705505371094
34 46 -78.06420135498047
34 47 -76.95657348632812
34 48 -77.63306427001953
34 49 -76.18781280517578
34 50 -76.32471466064453
34 51 -72.07437133789062
34 52 -70.0993881225586
34 53 -65.63392639160156
34 54 -64.04877471923828
34 55 -58.235469818115234
34 56 -55.54280090332031
34 57 -50.10325622558594
34 58 -47.679298400878906
34 59 -41.47233963012695
34 60 -37.50902557373047
34 61 -31.47013282775879
34 62 -27.570253372192383
34 63 -21.16330909729004
34 64 -16.80300521850586
34 65 -9.985928535461426
34 66 -5.038393974304199
34 67 1.8724980354309082
34 68 7.115077972412109
34 69 14.259916305541992
35 26 23.81205940246582
35 27 13.674115180969238
35 28 1.7021310329437256
35 29 -7.400868892669678
35 30 -17.451370239257812
35 31 -25.004854202270508
35 32 -33.70869827270508
35 33 -40.762210845947266
35 34 -47.76213073730469
35 35 -52.43062210083008
35 36 -57.17497634887695
35 37 -59.88407516479492
35 38 -64.15985107421875
35 39 -65.23007202148438
35 40 -68.80270385742188
35 41 -71.4046859741211
35 42 -74.44041442871094
35 43 -75.10999298095703
35 44 -77.05101776123047
35 45 -76.92446899414062
35 46 -78.4856185913086
35 47 -78.1129150390625
35 48 -78.87773132324219
35 49 -78.4540786743164
35 50 -78.51335144042969
35 51 -75.07120513916016
35 52 -73.02259063720703
35 53 -70.63238525390625
35 54 -67.71465301513672
35 55 -63.89780807495117
35 56 -61.405086517333984
35 57 -55.907005310058594
35 58 -54.16999816894531
35 59 -48.47342300415039
35 60 -44.635520935058594
35 61 -39.651065826416016
35 62 -35.78620147705078
35 63 -29.676740646362305
35 64 -25.38719940185547
35 65 -19.54245376586914
35 66 -14.981399536132812
35 67 -8.798062324523926
35 68 -3.605055093765259
35 69 2.830615997314453
35 70 8.856880187988281
35 71 16.293994903564453
36 28 10.132102966308594
36 29 2.1399240493774414
36 30 -9.43907356262207
36 31 -17.396900177001953
36 32 -27.162315368652344
36 33 -34.40272521972656
36 34 -42.53132629394531
36 35 -47.03174591064453
36 36 -53.81338882446289
36 37 -56.83781814575195
36 38 -62.293052673339844
36 39 -63.80057907104492
36 40 -68.22174072265625
36 41 -71.9626235961914
36 42 -75.32307434082031
36 43 -76.00934600830078
36 44 -78.94903564453125
36 45 -78.9722900390625
36 46 -81.30123138427734
36 47 -81.10541534423828
36 48 -82.85884094238281
36 49 -82.46680450439453
36 50 -83.38587951660156
36 51 -80.02396392822266
36 52 -78.61016082763672
36 53 -76.29518127441406
36 54 -74.95833587646484
36 55 -70.0305404663086
36 56 -68.89097595214844
36 57 -64.61251068115234
36 58 -62.54886245727539
36 59 -57.61636734008789
36 60 -53.59598922729492
36 61 -48.405662536621094
36 62 -45.3820915222168
36 63 -39.527774810791016
36 64 -36.098480224609375
36 65 -30.326608657836914
36 66 -26.50426483154297
36 67 -20.449132919311523
36 68 -15.926224708557129
36 69 -9.61904525756836
36 70 -4.25057315826416
36 71 3.115427017211914
36 72 8.477956771850586
37 28 22.980520248413086
37 29 12.694206237792969
37 30 1.5207730531692505
37 31 -7.29828405380249
