8	8	-3.7462500000000003
8	9	-0.20500000000000004
8	10	-0.4887499999999999
8	11	3.56405
8	12	3.35265
8	13	8.356675
8	14	9.4959
8	15	15.22275
8	16	19.186749999999996
8	17	28.72275
8	18	35.3245
8	19	45.5825
8	20	52.1985
8	21	63.23474999999999
8	22	71.30675
8	23	81.75625
8	24	90.12125
9	8	2.6605499999999997
9	9	0.9718249999999999
9	10	-1.23475
9	11	0.04722499999999999
9	12	-1.0115
9	13	2.482025
9	14	2.685625
9	15	7.25265
9	16	10.65625
9	17	18.153000000000002
9	18	24.1195
9	19	32.46
9	20	38.903999999999996
9	21	48.29775
9	22	55.75025
9	23	64.9705
9	24	72.79025
9	25	82.552
9	26	91.267
9	27	100.815
10	8	5.66585
10	9	1.82465
10	10	-6.958
10	11	-5.64325
10	12	-7.995749999999999
10	13	-4.98925
10	14	-6.292000000000001
10	15	-2.19975
10	16	-0.13665
10	17	6.6358
10	18	10.747
10	19	18.36825
10	20	22.921999999999997
10	21	31.77675
10	22	37.513
10	23	46.6595
10	24	53.019999999999996
10	25	62.6055
10	26	69.68775
10	27	79.83175
10	28	87.2045
10	29	98.20599999999999
10	30	106.245
11	8	12.763000000000002
11	9	6.86925
11	10	-2.10875
11	11	-5.069
11	12	-9.28825
11	13	-7.60675
11	14	-9.6245
11	15	-6.859249999999999
11	16	-5.8332500000000005
11	17	-0.8795
11	18	2.2695499999999997
11	19	8.5917
11	20	12.457
11	21	19.3945
11	22	24.60725
11	23	32.17
11	24	38.12225
11	25	46.28125
11	26	53.058499999999995
11	27	61.8655
11	28	69.50025
11	29	78.602
11	30	87.0065
11	31	96.89499999999998
11	32	106.27250000000001
11	33	116.83250000000001
12	8	17.1375
12	9	9.94325
12	10	-0.27325
12	11	-5.33325
12	12	-13.517500000000002
12	13	-12.92
12	14	-16.3425
12	15	-14.582500000000001
12	16	-15.180000000000001
12	17	-10.7325
12	18	-9.2485
12	19	-3.4932499999999997
12	20	-0.8240000000000001
12	21	5.449325
12	22	9.29775
12	23	16.6415
12	24	21.03575
12	25	28.823
12	26	34.322
12	27	42.73275
12	28	49.129250000000006
12	29	58.24100000000001
12	30	64.819
12	31	74.9135
12	32	82.71099999999998
12	33	93.6095
12	34	102.2875
13	8	27.152250000000002
