8   8 -4.01
8   9 -0.23
8  10 0.97
8  11 3.22
8  12 4.11
8  13 8.81
8  14 10.54
8  15 14.26
8  16 21.13
8  17 27.83
8  18 35.6
8  19 44.46
8  20 51.84
8  21 59.87
8  22 69.57
8  23 78.66
8  24 87.38
8  25 96.47
8  26 105.63
9   8 2.3
9   9 0.63
9  10 -2.65
9  11 -0.75
9  12 -0.57
9  13 3.46
9  14 3.18
9  15 6.16
9  16 9.74
9  17 17.22
9  18 23.1
9  19 30.43
9  20 36.09
9  21 46.35
9  22 54.36
9  23 62.77
9  24 71.57
9  25 80.96
9  26 90.85
9  27 100.73
9  28 108.61
9  29 118.24
10   8 6.2
10   9 -0.09
10  10 -5.01
10  11 -6.05
10  12 -6.33
10  13 -3.05
10  14 -4.48
10  15 -1.72
10  16 1.05
10  17 6.63
10  18 11.67
10  19 17.8
10  20 24.18
10  21 31.9
10  22 37.68
10  23 45.01
10  24 52.14
10  25 61.03
10  26 68.63
10  27 80.94
10  28 85.78
10  29 95.54
10  30 103.86
10  31 113.48
10  32 121.77
11   8 11.48
11   9 5.38
11  10 -1.96
11  11 -9.21
11  12 -10.83
11  13 -6.4
11  14 -9.26
11  15 -7.5
11  16 -5.54
11  17 -1.41
11  18 2.31
11  19 8.1
11  20 12.29
11  21 17.29
11  22 22.78
11  23 30.17
11  24 35.8
11  25 43.96
11  26 50.25
11  27 63.05
11  28 65.99
11  29 75.92
11  30 84.18
11  31 93.85
11  32 102.05
11  33 110
12   8 15.55
12   9 8.71
12  10 0.71
12  11 -7.11
12  12 -13.6
12  13 -10.15
12  14 -15.61
12  15 -13.85
12  16 -13.21
12  17 -10.18
12  18 -7.46
12  19 -3.44
12  20 0.82
12  21 5.82
12  22 9.46
12  23 15.4
12  24 20.36
12  25 27.08
12  26 32.81
12  27 44.53
12  29 56.06
12  30 64.08
12  31 72.82
12  32 80.56
12  33 87.58
12  34 96.23
13   8 24.66
13   9 17.01
13  10 8.15
13  11 1.25
13  12 -6.12
13  13 -9.88
13  14 -16.85
13  15 -17.09
13  16 -17.02
13  17 -14.6
13  18 -14.35
13  19 -10.51
13  20 -8.85
13  21 -3.08
13  22 -0.8
13  23 6.34
13  24 8.55
13  25 14.19
13  26 22.77
13  27 30.28
13  28 34.22
13  29 40.97
13  30 47.95
13  31 55.77
13  32 62.09
13  33 71.03
13  34 78.52
13  35 87.94
14   8 30.33
14   9 20.43
14  10 10.81
14  11 1.99
14  12 -6.66
14  13 -12.17
14  14 -21.68
14  15 -22.16
14  16 -22.59
14  17 -21.75
14  18 -21.85
14  19 -20.38
14  20 -19.44
14  21 -14.29
14  22 -11.6
14  23 -6.74
14  24 -3.6
14  25 1.22
14  26 4.98
14  27 11.68
14  28 14.16
14  29 21.91
14  30 28.22
14  31 36.31
14  32 42.94
14  33 51.62
14  34 58.5
14  35 68.62
14  36 76.62
15   8 38.14
15   9 27.85
15  10 17.93
15  11 8.81
15  12 -1.4
15  13 -8.54
15  14 -18.34
15  15 -22
15  16 -24.11
15  17 -24.33
15  18 -24.96
15  19 -24.14
15  20 -23.16
15  21 -21.01
15  22 -19.04
15  23 -15.01
15  24 -13.19
15  25 -9.11
15  26 -5.98
15  27 0.33
15  28 3.26
15  29 9.99
15  30 14.76
15  31 22.62
15  32 28.1
15  33 36.12
15  34 42.51
15  35 51.45
15  36 58.99
15  37 68.08
16   8 46.05
16   9 35.73
16  10 25.04
16  11 14.97
16  12 4.3
16  13 -3.69
16  14 -13.95
16  15 -19.64
16  16 -24.9
16  17 -26.68
16  18 -27.67
16  19 -27.82
16  20 -29.52
16  21 -26.77
16  22 -26.21
16  23 -22.75
16  24 -22.32
16  25 -19.35
16  26 -17.29
16  27 -11.73
16  28 -9.35
16  29 -3.88
16  30 0.71
16  31 7.22
16  32 12.61
16  33 20.25
16  34 26.01
16  35 34.29
16  36 41.22
16  37 49.96
16  38 57.4
17   8 61.28
17   9 47.93
17  10 35.42
17  11 23.97
17  12 12.63
17  13 4.47
17  14 -7.53
17  15 -13.77
17  16 -20.62
17  17 -25.03
17  18 -28.2
17  19 -28.53
17  20 -29.83
17  21 -29.4
17  22 -29.73
17  23 -27.46
17  24 -27.98
17  25 -25.48
17  26 -24.18
17  27 -19.64
17  28 -18.44
17  29 -13.99
17  30 -10.13
17  31 -4.48
17  32 0.27
17  33 6.64
17  34 12.4
17  35 19.8
17  36 26.31
17  37 34.36
17  38 41.51
17  39 50.64
17  40 57.68
17  41 66.94
17  42 73.75
17  43 83.01
17  44 89.94
17  45 98.92
17  46 106.7
17  47 116.17
18   9 58.54
18  10 45.21
18  11 32.47
18  12 20.19
18  13 9.44
18  14 -2.09
18  15 -9.33
18  16 -17.04
18  17 -22.87
18  18 -28.52
18  19 -31.12
18  20 -34.36
18  21 -33.43
18  22 -34.7
18  23 -32.8
18  24 -34.18
18  25 -32.6
18  26 -32.12
18  27 -29.22
18  28 -28.52
18  29 -24.9
18  30 -21.77
18  31 -16.7
18  32 -12.74
18  33 -6.44
18  34 -1.75
18  35 5.25
18  36 10.88
18  37 18.55
18  38 24.55
18  39 33.31
18  40 38.88
18  41 49.22
18  42 54.6
18  43 63.95
